Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,,,18.013227462768555,22.362119674682617,0.29348745942115784,,,18.10662629368224,22.451178475764088,0.29371819934603577,,,17.846359769758767,21.981590231335144,0.2886421685442365,,,17.91783924169192,22.062554041255215,0.28979581315851166,,,101550348,52899300,478836000
2013-01-03,,,18.02368927001953,22.062557220458984,0.2937183380126953,,,18.22941271906229,22.386410962550208,0.29694853345564265,,,17.950216609647118,21.9896899354564,0.2902574025359359,,,18.0550715209245,22.370217889381536,0.29348759797888324,,,92635272,48294400,298888000
2013-01-04,,,18.379844665527344,21.649641036987305,0.30340903997421265,,,18.46701526221555,22.13542237550868,0.3043319452837212,,,18.123562617713024,21.641544501182047,0.29325694404424046,,,18.16490700472265,22.078748169128176,0.29417984935374897,,,110429460,52521100,524968000
2013-01-07,,,18.29964828491211,21.609163284301758,0.2946412265300751,,,18.414962689541863,21.762992855908863,0.3041011273020293,,,18.195791857570864,21.568680598939455,0.29256467636309424,,,18.317083924639572,21.673934036624892,0.303178222228942,,,66161772,37110400,610732000
2013-01-08,,,18.263534545898438,21.495813369750977,0.2881808578968048,,,18.338252474929973,21.69012717152118,0.29625640244325807,,,18.042619212779282,21.422946080151288,0.2861043073739079,,,18.319322895186,21.65774102314063,0.2953334697069135,,,66976956,44703100,466424000
2013-01-09,,,18.383581161499023,21.617259979248047,0.28172045946121216,,,18.389308251504584,21.65774112064944,0.2918725552764557,,,18.14647545906794,21.503910003662337,0.2798746488630546,,,18.237881106382414,21.63345150925467,0.29048816982276215,,,80907012,49047900,695020000
2013-01-10,,,18.467266082763672,21.42294692993164,0.28218188881874084,,,18.55493593545522,21.843957610039656,0.2856428243248777,,,18.268516871417642,21.28531042662435,0.2805667635784873,,,18.500888298918028,21.576778052328148,0.2842584391203948,,,73354572,71431300,506368000
2013-01-11,,,18.430156707763672,21.72250747680664,0.28172045946121216,,,18.49092612984744,21.8034712874789,0.2835662975644451,,,18.338253705834344,21.277208834493585,0.2789517160589004,,,18.48021797035053,21.447231447074707,0.2833355849922131,,,51356592,55512100,513172000
2013-01-14,,,18.013227462768555,21.771085739135742,0.28148964047431946,,,18.485196991017418,21.924916829181896,0.28356619036476316,,,17.990812654520337,21.665833863371294,0.2782594181385498,,,18.355685413481602,21.77918227484936,0.28356619036476316,,,114441444,48324400,305684000
2013-01-15,,,18.055070877075195,22.03017234802246,0.2764136791229248,,,18.305872608502636,22.094944644442634,0.2801053552478427,,,17.735526984294285,21.722511661309344,0.27479858113267625,,,17.915597164229396,21.722511661309344,0.2801053552478427,,,156950892,48244500,375888000
2013-01-16,,,17.81248664855957,21.89253807067871,0.27895164489746094,,,18.040376222926874,22.046367657504447,0.28125893506163635,,,17.77462938971452,21.868248457058314,0.27595216218301927,,,17.992057581466614,21.981596898773425,0.27595216218301927,,,80855064,41077400,337376000
2013-01-17,,,17.716102600097656,22.062557220458984,0.28264325857162476,,,17.92332001241438,22.240676392545044,0.2837969034023227,,,17.708630996366665,21.90872611386948,0.27918232407953086,,,17.875251935769022,22.013979545209413,0.2798745164789621,,,88371540,51685900,580736000
2013-01-18,,,17.546493530273438,22.062557220458984,0.2807976305484772,,,17.752216998588153,22.094943366796333,0.2826434691538399,,,17.467291874262816,21.892534584957257,0.277336693477828,,,17.692193597513068,21.94111226020683,0.2826434691538399,,,128942928,52167700,397088000
2013-01-22,,,17.505643844604492,21.981592178344727,0.279413104057312,,,17.56716307574122,22.224483629618945,0.28310477940959117,,,17.32258578685828,21.860147224835803,0.2780287464290091,,,17.550226684103293,22.103037131853654,0.2805667491667656,,,151544304,58650600,308224000
2013-01-23,,,18.46776008605957,22.354026794433594,0.2798745036125183,,,18.65455583679921,22.378314860401662,0.2805666684750669,,,18.325547173260553,22.022076509313795,0.2768750216895839,,,18.330528241418442,22.022076509313795,0.28033595602257105,,,236127636,50387700,421808000
